student_id,age,session_id,attempt_date,question_id,subject,question_text,student_answer,correct_answer,is_correct,time_taken
S045,8,Session13,2025-03-01,Q186,History,Who wrote the play 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,107
S045,8,Session13,2025-03-01,Q187,English,Identify the noun in the sentence: 'The cat slept.',IDK,cat,0,39
S045,8,Session13,2025-03-01,Q188,Math,What is 24 - 15?,10,9,0,61
S045,8,Session13,2025-03-01,Q189,English,What is the opposite of 'cold'?,-,hot,0,34
S045,8,Session13,2025-03-01,Q190,English,What is the opposite of 'cold'?,IDK,hot,0,64
S045,8,Session13,2025-03-01,Q191,Science,What vitamin do we get from sunlight?,No idea,Vitamin D,0,93
S045,8,Session13,2025-03-01,Q192,Math,What is 53 - 5?,48,48,1,79
S045,8,Session13,2025-03-01,Q193,History,What is the capital of France?,,Paris,0,105
S045,8,Session14,2025-03-09,Q194,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,46
S045,8,Session14,2025-03-09,Q195,English,Finish the proverb: 'A stitch in time saves ____.',-,nine,0,75
S045,8,Session14,2025-03-09,Q196,English,"Which is a verb: 'swim', 'blue', or 'quick'?",swim,swim,1,28
S045,8,Session14,2025-03-09,Q197,Math,What is 100 - 12?,88,88,1,96
S045,8,Session14,2025-03-09,Q198,Math,What is 48 + 24?,72,72,1,83
S045,8,Session14,2025-03-09,Q199,History,What ship famously sank in 1912?,Titanic,Titanic,1,81
S045,8,Session14,2025-03-09,Q200,Science,What force keeps us on the ground?,Gravity,Gravity,1,49
S045,8,Session15,2025-03-13,Q201,History,Who wrote the play 'Romeo and Juliet'?,"I'm not sure, maybe William Shakespeare",William Shakespeare,0,50
S045,8,Session15,2025-03-13,Q202,English,What is the past tense of 'go'?,I'm guessing,went,0,64
S045,8,Session15,2025-03-13,Q203,Science,What is H2O commonly known as?,Water,Water,1,78
S045,8,Session15,2025-03-13,Q204,Math,What is 7 × 2?,14,14,1,5
S045,8,Session15,2025-03-13,Q205,Science,What planet is known as the Red Planet?,No idea,Mars,0,71
S045,8,Session16,2025-03-22,Q206,English,What is the opposite of 'cold'?,I'm guessing,hot,0,9
S045,8,Session16,2025-03-22,Q207,Science,What planet is known as the Red Planet?,,Mars,0,41
S045,8,Session16,2025-03-22,Q208,History,Who discovered America in 1492?,No idea,Christopher Columbus,0,81
S045,8,Session16,2025-03-22,Q209,History,Who discovered America in 1492?,,Christopher Columbus,0,24
S045,8,Session16,2025-03-22,Q210,English,What is a synonym for 'big'?,IDK,large,0,35
S045,8,Session17,2025-03-23,Q211,English,Identify the noun in the sentence: 'The cat slept.',IDK,cat,0,23
S045,8,Session17,2025-03-23,Q212,Science,What natural satellite orbits the Earth?,No idea,Moon,0,114
S045,8,Session17,2025-03-23,Q213,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,57
S045,8,Session17,2025-03-23,Q214,English,What do we call words that sound the same but have different meanings?,I'm guessing,homonyms,0,105
S045,8,Session17,2025-03-23,Q215,Math,What is 63 - 19?,44,44,1,56
S045,8,Session18,2025-03-28,Q216,English,Finish the proverb: 'A stitch in time saves ____.',nine,nine,1,43
S045,8,Session18,2025-03-28,Q217,Math,What is 6 × 10?,58,60,0,118
S045,8,Session18,2025-03-28,Q218,English,What is the past tense of 'go'?,went,went,1,27
S045,8,Session18,2025-03-28,Q219,Math,What is 22 + 2?,24,24,1,81
S045,8,Session18,2025-03-28,Q220,English,What is a synonym for 'big'?,-,large,0,52
S045,8,Session18,2025-03-28,Q221,English,What is the opposite of 'cold'?,Hot,hot,1,69
S045,8,Session18,2025-03-28,Q222,Science,What is H2O commonly known as?,Water,Water,1,28
S045,8,Session18,2025-03-28,Q223,History,Which empire was ruled by Julius Caesar?,Roman Empire,Roman Empire,1,24
S045,8,Session18,2025-03-28,Q224,Science,What force keeps us on the ground?,Gravity,Gravity,1,41
S046,8,Session1,2025-01-03,Q225,History,What ship famously sank in 1912?,Titanic,Titanic,1,48
S046,8,Session1,2025-01-03,Q226,History,In which year did World War II end?,1945,1945,1,32
S046,8,Session1,2025-01-03,Q227,Science,What organ pumps blood around the body?,Heart,Heart,1,98
S046,8,Session1,2025-01-03,Q228,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,104
S046,8,Session1,2025-01-03,Q229,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,30
S046,8,Session2,2025-01-05,Q230,Math,What is 12 × 5?,60,60,1,86
S046,8,Session2,2025-01-05,Q231,Math,What is 56 - 12?,44,44,1,22
S046,8,Session2,2025-01-05,Q232,English,What is a synonym for 'big'?,-,large,0,20
S046,8,Session2,2025-01-05,Q233,History,What is the capital of France?,I don't know,Paris,0,52
S046,8,Session2,2025-01-05,Q234,History,What ship famously sank in 1912?,Titanic,Titanic,1,110
S046,8,Session2,2025-01-05,Q235,English,What is the past tense of 'go'?,Went,went,1,62
S046,8,Session2,2025-01-05,Q236,History,Who was the first President of the United States?,George Washington,George Washington,1,5
S046,8,Session3,2025-01-08,Q237,English,What is the plural of 'child'?,children,children,1,55
S046,8,Session3,2025-01-08,Q238,History,What is the capital of France?,Paris,Paris,1,75
S046,8,Session3,2025-01-08,Q239,Math,What is 12 × 8?,96,96,1,101
S046,8,Session3,2025-01-08,Q240,English,What is the past tense of 'go'?,-,went,0,52
S046,8,Session3,2025-01-08,Q241,English,What is the opposite of 'cold'?,hot,hot,1,11
S046,8,Session3,2025-01-08,Q242,Science,What planet is known as the Red Planet?,Mars,Mars,1,5
S046,8,Session3,2025-01-08,Q243,Science,What force keeps us on the ground?,No idea,Gravity,0,80
S046,8,Session3,2025-01-08,Q244,Math,What is 1 + 43?,43,44,0,74
S046,8,Session3,2025-01-08,Q245,History,What is the capital of France?,Paris,Paris,1,5
S046,8,Session4,2025-02-03,Q246,English,What do we call words that sound the same but have different meanings?,homonyms,homonyms,1,57
S046,8,Session4,2025-02-03,Q247,History,What ship famously sank in 1912?,Titanic,Titanic,1,117
S046,8,Session4,2025-02-03,Q248,Science,What planet is known as the Red Planet?,Mars,Mars,1,84
S046,8,Session4,2025-02-03,Q249,Science,What vitamin do we get from sunlight?,Vitamin D,Vitamin D,1,24
S046,8,Session4,2025-02-03,Q250,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,57
S046,8,Session4,2025-02-03,Q251,Science,What organ pumps blood around the body?,Heart,Heart,1,24
S046,8,Session4,2025-02-03,Q252,Math,What is 10 × 9?,90,90,1,33
S046,8,Session5,2025-02-06,Q253,History,In which year did World War II end?,1945,1945,1,54
S046,8,Session5,2025-02-06,Q254,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,16
S046,8,Session5,2025-02-06,Q255,English,What punctuation ends a question?,question mark,question mark,1,29
S046,8,Session5,2025-02-06,Q256,Science,What vitamin do we get from sunlight?,I don't know,Vitamin D,0,113
S046,8,Session5,2025-02-06,Q257,History,What wall fell in 1989 reuniting Germany?,No idea,Berlin Wall,0,58
S046,8,Session5,2025-02-06,Q258,Math,What is 43 + 35?,78,78,1,105
S046,8,Session5,2025-02-06,Q259,Science,What is H2O commonly known as?,Water,Water,1,20
S046,8,Session5,2025-02-06,Q260,Science,What organ pumps blood around the body?,Heart,Heart,1,76
S046,8,Session5,2025-02-06,Q261,Math,What is 28 - 7?,21,21,1,43
S046,8,Session6,2025-02-06,Q262,History,What is the capital of France?,Paris,Paris,1,86
S046,8,Session6,2025-02-06,Q263,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,44
S046,8,Session6,2025-02-06,Q264,History,What is the capital of France?,Paris,Paris,1,11
S046,8,Session6,2025-02-06,Q265,English,Identify the noun in the sentence: 'The cat slept.',-,cat,0,55
S046,8,Session6,2025-02-06,Q266,History,What ship famously sank in 1912?,Titanic,Titanic,1,68
S046,8,Session6,2025-02-06,Q267,Science,What is H2O commonly known as?,Water,Water,1,5
S046,8,Session6,2025-02-06,Q268,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",IDK,happy,0,27
S046,8,Session7,2025-02-09,Q269,Science,What gas do plants breathe in that humans and animals breathe out?,No idea,Carbon dioxide,0,37
S046,8,Session7,2025-02-09,Q270,History,In which year did World War II end?,"I'm not sure, maybe 1945",1945,0,36
S046,8,Session7,2025-02-09,Q271,English,Identify the noun in the sentence: 'The cat slept.',-,cat,0,78
S046,8,Session7,2025-02-09,Q272,English,What is the past tense of 'go'?,IDK,went,0,52
S046,8,Session7,2025-02-09,Q273,Math,What is 15 + 21?,37,36,0,11
S046,8,Session7,2025-02-09,Q274,Math,What is 6 × 5?,29,30,0,95
S046,8,Session7,2025-02-09,Q275,History,What ship famously sank in 1912?,Titanic,Titanic,1,28
S046,8,Session8,2025-02-12,Q276,Math,What is 36 - 7?,29,29,1,39
S046,8,Session8,2025-02-12,Q277,Math,What is 9 × 2?,18,18,1,73
S046,8,Session8,2025-02-12,Q278,English,What do we call words that sound the same but have different meanings?,I'm guessing,homonyms,0,104
S046,8,Session8,2025-02-12,Q279,English,"Which is a verb: 'swim', 'blue', or 'quick'?",IDK,swim,0,51
S046,8,Session8,2025-02-12,Q280,Math,What is 36 - 16?,20,20,1,79
S046,8,Session8,2025-02-12,Q281,Math,What is 47 - 11?,35,36,0,10
S046,8,Session8,2025-02-12,Q282,English,What is the past tense of 'go'?,went,went,1,119
S046,8,Session8,2025-02-12,Q283,English,Identify the noun in the sentence: 'The cat slept.',cat,cat,1,5
S046,8,Session8,2025-02-12,Q284,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,34
S046,8,Session8,2025-02-12,Q285,History,In which year did World War II end?,1945,1945,1,101
S046,8,Session9,2025-02-16,Q286,Science,What organ pumps blood around the body?,Heart,Heart,1,13
S046,8,Session9,2025-02-16,Q287,English,What punctuation ends a question?,-,question mark,0,33
S046,8,Session9,2025-02-16,Q288,Science,What vitamin do we get from sunlight?,Vitamin D,Vitamin D,1,49
S046,8,Session9,2025-02-16,Q289,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,33
S046,8,Session9,2025-02-16,Q290,Science,What planet is known as the Red Planet?,No idea,Mars,0,100
S046,8,Session9,2025-02-16,Q291,Math,What is 30 + 47?,77,77,1,118
S046,8,Session9,2025-02-16,Q292,History,What is the capital of France?,Paris,Paris,1,5
S046,8,Session9,2025-02-16,Q293,Math,What is 6 + 45?,51,51,1,63
S046,8,Session9,2025-02-16,Q294,Science,What is H2O commonly known as?,I don't know,Water,0,78
S046,8,Session10,2025-02-23,Q295,Science,What planet is known as the Red Planet?,Mars,Mars,1,53
S046,8,Session10,2025-02-23,Q296,English,Identify the noun in the sentence: 'The cat slept.',IDK,cat,0,47
S046,8,Session10,2025-02-23,Q297,History,Who was the first President of the United States?,I don't know,George Washington,0,23
S046,8,Session10,2025-02-23,Q298,Math,What is 10 × 5?,50,50,1,41
S046,8,Session10,2025-02-23,Q299,English,What is a synonym for 'big'?,I'm guessing,large,0,8
S046,8,Session10,2025-02-23,Q300,Science,What planet is known as the Red Planet?,Mars,Mars,1,88
S046,8,Session10,2025-02-23,Q001,English,Finish the proverb: 'A stitch in time saves ____.',nine,nine,1,25
S046,8,Session10,2025-02-23,Q002,Science,What force keeps us on the ground?,Gravity,Gravity,1,83
S046,8,Session10,2025-02-23,Q003,Science,What force keeps us on the ground?,Gravity,Gravity,1,93
S046,8,Session10,2025-02-23,Q004,Science,What organ pumps blood around the body?,"I'm not sure, maybe Heart",Heart,0,78
S046,8,Session11,2025-03-01,Q005,Math,What is 53 - 8?,45,45,1,82
S046,8,Session11,2025-03-01,Q006,History,Who was the first President of the United States?,No idea,George Washington,0,12
S046,8,Session11,2025-03-01,Q007,Math,What is 22 + 46?,67,68,0,75
S046,8,Session11,2025-03-01,Q008,Science,What force keeps us on the ground?,,Gravity,0,100
S046,8,Session11,2025-03-01,Q009,History,In which year did World War II end?,1945,1945,1,57
S046,8,Session11,2025-03-01,Q010,Math,What is 68 - 15?,53,53,1,9
S046,8,Session11,2025-03-01,Q011,Science,What planet is known as the Red Planet?,"I'm not sure, maybe Mars",Mars,0,12
S046,8,Session12,2025-03-05,Q012,English,"Which is a verb: 'swim', 'blue', or 'quick'?",swim,swim,1,95
S046,8,Session12,2025-03-05,Q013,Math,What is 95 - 7?,90,88,0,41
S046,8,Session12,2025-03-05,Q014,History,Who was the first President of the United States?,George Washington,George Washington,1,37
S046,8,Session12,2025-03-05,Q015,Math,What is 64 - 10?,55,54,0,110
S046,8,Session12,2025-03-05,Q016,Science,What part of the plant conducts photosynthesis?,Leaf,Leaf,1,36
S046,8,Session12,2025-03-05,Q017,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,28
S046,8,Session12,2025-03-05,Q018,History,What is the capital of France?,I don't know,Paris,0,88
S046,8,Session12,2025-03-05,Q019,Science,What organ pumps blood around the body?,Heart,Heart,1,20
S046,8,Session12,2025-03-05,Q020,History,In which year did World War II end?,1945,1945,1,115
S046,8,Session12,2025-03-05,Q021,Math,What is 39 + 15?,54,54,1,79
S046,8,Session13,2025-03-12,Q022,Math,What is 9 × 2?,18,18,1,9
S046,8,Session13,2025-03-12,Q023,Science,What natural satellite orbits the Earth?,Moon,Moon,1,90
S046,8,Session13,2025-03-12,Q024,History,Which empire was ruled by Julius Caesar?,I don't know,Roman Empire,0,15
S046,8,Session13,2025-03-12,Q025,English,"Which is a verb: 'swim', 'blue', or 'quick'?",swim,swim,1,65
S046,8,Session13,2025-03-12,Q026,Math,What is 7 × 8?,56,56,1,81
S046,8,Session14,2025-03-14,Q027,History,Which empire was ruled by Julius Caesar?,Roman Empire,Roman Empire,1,62
S046,8,Session14,2025-03-14,Q028,Math,What is 4 × 4?,16,16,1,120
S046,8,Session14,2025-03-14,Q029,Science,What part of the plant conducts photosynthesis?,Leaf,Leaf,1,98
S046,8,Session14,2025-03-14,Q030,History,What wall fell in 1989 reuniting Germany?,,Berlin Wall,0,27
S046,8,Session14,2025-03-14,Q031,English,What is the past tense of 'go'?,went,went,1,50
S046,8,Session15,2025-03-18,Q032,History,Which empire was ruled by Julius Caesar?,Roman Empire,Roman Empire,1,71
S046,8,Session15,2025-03-18,Q033,History,Which empire was ruled by Julius Caesar?,Roman Empire,Roman Empire,1,21
S046,8,Session15,2025-03-18,Q034,Science,What part of the plant conducts photosynthesis?,,Leaf,0,90
S046,8,Session15,2025-03-18,Q035,English,What is the opposite of 'cold'?,hot,hot,1,33
S046,8,Session15,2025-03-18,Q036,History,In which year did World War II end?,1945,1945,1,9
S046,8,Session15,2025-03-18,Q037,Science,What planet is known as the Red Planet?,No idea,Mars,0,86
S046,8,Session15,2025-03-18,Q038,Math,What is 25 + 32?,57,57,1,58
S046,8,Session15,2025-03-18,Q039,Science,What force keeps us on the ground?,Gravity,Gravity,1,24
S046,8,Session15,2025-03-18,Q040,History,What is the capital of France?,Paris,Paris,1,38
S046,8,Session15,2025-03-18,Q041,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,41
S046,8,Session16,2025-03-30,Q042,English,What is the opposite of 'cold'?,IDK,hot,0,66
S046,8,Session16,2025-03-30,Q043,Math,What is 12 + 36?,48,48,1,80
S046,8,Session16,2025-03-30,Q044,English,Identify the noun in the sentence: 'The cat slept.',cat,cat,1,26
S046,8,Session16,2025-03-30,Q045,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,52
S046,8,Session16,2025-03-30,Q046,Math,What is 37 + 42?,79,79,1,111
S046,8,Session16,2025-03-30,Q047,English,What is a synonym for 'big'?,I'm guessing,large,0,89
S046,8,Session16,2025-03-30,Q048,History,Which empire was ruled by Julius Caesar?,No idea,Roman Empire,0,43
S046,8,Session16,2025-03-30,Q049,Science,What gas do plants breathe in that humans and animals breathe out?,I don't know,Carbon dioxide,0,43
S046,8,Session16,2025-03-30,Q050,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",happy,happy,1,83
S047,10,Session1,2025-01-05,Q051,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,5
S047,10,Session1,2025-01-05,Q052,History,Who was the first President of the United States?,No idea,George Washington,0,7
S047,10,Session1,2025-01-05,Q053,History,Who wrote the play 'Romeo and Juliet'?,"I'm not sure, maybe William Shakespeare",William Shakespeare,0,79
S047,10,Session1,2025-01-05,Q054,English,Finish the proverb: 'A stitch in time saves ____.',-,nine,0,105
S047,10,Session1,2025-01-05,Q055,Math,What is 20 + 10?,32,30,0,38
S047,10,Session1,2025-01-05,Q056,Science,What part of the plant conducts photosynthesis?,Leaf,Leaf,1,19
S047,10,Session1,2025-01-05,Q057,Math,What is 34 + 5?,39,39,1,63
S047,10,Session1,2025-01-05,Q058,Math,What is 10 + 49?,58,59,0,52
S047,10,Session2,2025-01-07,Q059,Science,What natural satellite orbits the Earth?,Moon,Moon,1,83
S047,10,Session2,2025-01-07,Q060,English,What do we call words that sound the same but have different meanings?,homonyms,homonyms,1,61
S047,10,Session2,2025-01-07,Q061,Math,What is 56 - 6?,50,50,1,47
S047,10,Session2,2025-01-07,Q062,English,What punctuation ends a question?,-,question mark,0,27
S047,10,Session2,2025-01-07,Q063,Math,What is 22 + 46?,68,68,1,90
S047,10,Session2,2025-01-07,Q064,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,100
S047,10,Session2,2025-01-07,Q065,Science,At what temperature (°C) does water freeze?,0,0,1,12
S047,10,Session3,2025-01-21,Q066,English,What do we call words that sound the same but have different meanings?,homonyms,homonyms,1,5
S047,10,Session3,2025-01-21,Q067,Math,What is 29 + 37?,67,66,0,18
S047,10,Session3,2025-01-21,Q068,History,Who discovered America in 1492?,Christopher Columbus,Christopher Columbus,1,85
S047,10,Session3,2025-01-21,Q069,Math,What is 4 × 2?,7,8,0,42
S047,10,Session3,2025-01-21,Q070,Math,What is 63 - 13?,50,50,1,106
S047,10,Session3,2025-01-21,Q071,English,Identify the noun in the sentence: 'The cat slept.',Cat,cat,1,40
S047,10,Session3,2025-01-21,Q072,Science,What force keeps us on the ground?,Gravity,Gravity,1,90
S047,10,Session4,2025-01-25,Q073,Math,What is 75 - 11?,66,64,0,87
S047,10,Session4,2025-01-25,Q074,Math,What is 7 × 9?,61,63,0,95
S047,10,Session4,2025-01-25,Q075,English,What is the plural of 'child'?,IDK,children,0,80
S047,10,Session4,2025-01-25,Q076,Science,What is H2O commonly known as?,Water,Water,1,15
S047,10,Session4,2025-01-25,Q077,English,What is the plural of 'child'?,I'm guessing,children,0,39
S047,10,Session4,2025-01-25,Q078,Math,What is 34 - 10?,24,24,1,97
S047,10,Session4,2025-01-25,Q079,History,Who wrote the play 'Romeo and Juliet'?,No idea,William Shakespeare,0,114
S047,10,Session4,2025-01-25,Q080,Science,What vitamin do we get from sunlight?,Vitamin D,Vitamin D,1,20
S047,10,Session4,2025-01-25,Q081,Math,What is 29 + 20?,48,49,0,11
S047,10,Session5,2025-02-04,Q082,English,Finish the proverb: 'A stitch in time saves ____.',Nine,nine,1,70
S047,10,Session5,2025-02-04,Q083,History,What ship famously sank in 1912?,Titanic,Titanic,1,9
S047,10,Session5,2025-02-04,Q084,History,What ancient civilization built the pyramids?,I don't know,Egyptians,0,89
S047,10,Session5,2025-02-04,Q085,History,Which empire was ruled by Julius Caesar?,,Roman Empire,0,18
S047,10,Session5,2025-02-04,Q086,History,What wall fell in 1989 reuniting Germany?,,Berlin Wall,0,20
S047,10,Session5,2025-02-04,Q087,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",I'm guessing,happy,0,19
S047,10,Session5,2025-02-04,Q088,Math,What is 7 + 13?,20,20,1,10
S047,10,Session5,2025-02-04,Q089,History,What is the capital of France?,I don't know,Paris,0,42
S047,10,Session5,2025-02-04,Q090,Science,What natural satellite orbits the Earth?,Moon,Moon,1,6
S047,10,Session6,2025-02-17,Q091,English,What punctuation ends a question?,question mark,question mark,1,103
S047,10,Session6,2025-02-17,Q092,Science,What planet is known as the Red Planet?,No idea,Mars,0,25
S047,10,Session6,2025-02-17,Q093,Science,What natural satellite orbits the Earth?,Moon,Moon,1,96
S047,10,Session6,2025-02-17,Q094,Math,What is 37 - 7?,32,30,0,86
S047,10,Session6,2025-02-17,Q095,History,What ship famously sank in 1912?,,Titanic,0,94
S047,10,Session6,2025-02-17,Q096,History,Which empire was ruled by Julius Caesar?,"I'm not sure, maybe Roman Empire",Roman Empire,0,62
S047,10,Session6,2025-02-17,Q097,English,What is the plural of 'child'?,I'm guessing,children,0,11
S047,10,Session6,2025-02-17,Q098,Math,What is 14 + 45?,59,59,1,94
S047,10,Session6,2025-02-17,Q099,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,16
S047,10,Session6,2025-02-17,Q100,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,100
S047,10,Session7,2025-02-18,Q101,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,60
S047,10,Session7,2025-02-18,Q102,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,29
S047,10,Session7,2025-02-18,Q103,Science,What natural satellite orbits the Earth?,Moon,Moon,1,81
S047,10,Session7,2025-02-18,Q104,History,What is the capital of France?,Paris,Paris,1,66
S047,10,Session7,2025-02-18,Q105,Math,What is 43 - 8?,35,35,1,100
S047,10,Session7,2025-02-18,Q106,English,"Which is a verb: 'swim', 'blue', or 'quick'?",Swim,swim,1,78
S047,10,Session7,2025-02-18,Q107,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,44
S047,10,Session7,2025-02-18,Q108,Math,What is 20 - 16?,2,4,0,68
S047,10,Session7,2025-02-18,Q109,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,104
S047,10,Session8,2025-02-27,Q110,History,Who discovered America in 1492?,,Christopher Columbus,0,58
S047,10,Session8,2025-02-27,Q111,History,What ancient civilization built the pyramids?,"I'm not sure, maybe Egyptians",Egyptians,0,6
S047,10,Session8,2025-02-27,Q112,English,"Which is a verb: 'swim', 'blue', or 'quick'?",swim,swim,1,101
S047,10,Session8,2025-02-27,Q113,English,Finish the proverb: 'A stitch in time saves ____.',-,nine,0,120
S047,10,Session8,2025-02-27,Q114,English,"Which is a verb: 'swim', 'blue', or 'quick'?",swim,swim,1,109
S047,10,Session8,2025-02-27,Q115,Science,What planet is known as the Red Planet?,No idea,Mars,0,42
S047,10,Session8,2025-02-27,Q116,Math,What is 8 × 5?,41,40,0,19
S047,10,Session8,2025-02-27,Q117,Math,What is 39 + 27?,66,66,1,77
S047,10,Session8,2025-02-27,Q118,Science,What vitamin do we get from sunlight?,I don't know,Vitamin D,0,114
S047,10,Session8,2025-02-27,Q119,English,What is the past tense of 'go'?,went,went,1,68
S047,10,Session9,2025-02-28,Q120,Science,At what temperature (°C) does water freeze?,0,0,1,67
S047,10,Session9,2025-02-28,Q121,History,Who was the first President of the United States?,"I'm not sure, maybe George Washington",George Washington,0,110
S047,10,Session9,2025-02-28,Q122,Science,What force keeps us on the ground?,Gravity,Gravity,1,7
S047,10,Session9,2025-02-28,Q123,Math,What is 11 × 12?,132,132,1,50
S047,10,Session9,2025-02-28,Q124,English,What do we call words that sound the same but have different meanings?,I'm guessing,homonyms,0,45
S047,10,Session9,2025-02-28,Q125,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,81
S047,10,Session10,2025-03-07,Q126,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,27
S047,10,Session10,2025-03-07,Q127,Math,What is 10 × 8?,80,80,1,98
S047,10,Session10,2025-03-07,Q128,English,What is the past tense of 'go'?,Went,went,1,72
S047,10,Session10,2025-03-07,Q129,Science,What vitamin do we get from sunlight?,Vitamin d,Vitamin D,1,94
S047,10,Session10,2025-03-07,Q130,Math,What is 5 + 33?,38,38,1,34
S047,10,Session10,2025-03-07,Q131,History,Who was the first President of the United States?,George Washington,George Washington,1,41
S047,10,Session10,2025-03-07,Q132,History,What is the capital of France?,Paris,Paris,1,26
S047,10,Session10,2025-03-07,Q133,English,"Which is a verb: 'swim', 'blue', or 'quick'?",IDK,swim,0,115
S047,10,Session11,2025-03-17,Q134,Science,What is H2O commonly known as?,"I'm not sure, maybe Water",Water,0,87
S047,10,Session11,2025-03-17,Q135,English,What do we call words that sound the same but have different meanings?,homonyms,homonyms,1,40
S047,10,Session11,2025-03-17,Q136,Math,What is 66 - 3?,61,63,0,42
S047,10,Session11,2025-03-17,Q137,History,Who was the first President of the United States?,George Washington,George Washington,1,11
S047,10,Session11,2025-03-17,Q138,English,What is a synonym for 'big'?,large,large,1,76
S047,10,Session12,2025-03-21,Q139,Science,What force keeps us on the ground?,Gravity,Gravity,1,101
S047,10,Session12,2025-03-21,Q140,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,106
S047,10,Session12,2025-03-21,Q141,History,What is the capital of France?,No idea,Paris,0,59
S047,10,Session12,2025-03-21,Q142,History,Which empire was ruled by Julius Caesar?,I don't know,Roman Empire,0,69
S047,10,Session12,2025-03-21,Q143,History,Which empire was ruled by Julius Caesar?,Roman Empire,Roman Empire,1,29
S047,10,Session12,2025-03-21,Q144,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,8
S047,10,Session13,2025-03-31,Q145,English,What is a synonym for 'big'?,large,large,1,48
S047,10,Session13,2025-03-31,Q146,History,What is the capital of France?,"I'm not sure, maybe Paris",Paris,0,99
S047,10,Session13,2025-03-31,Q147,History,Who discovered America in 1492?,Christopher Columbus,Christopher Columbus,1,104
S047,10,Session13,2025-03-31,Q148,History,What wall fell in 1989 reuniting Germany?,"I'm not sure, maybe Berlin Wall",Berlin Wall,0,85
S047,10,Session13,2025-03-31,Q149,Math,What is 82 - 11?,71,71,1,59
S048,12,Session1,2025-01-05,Q150,Science,What natural satellite orbits the Earth?,Moon,Moon,1,61
S048,12,Session1,2025-01-05,Q151,History,In which year did World War II end?,"I'm not sure, maybe 1945",1945,0,76
S048,12,Session1,2025-01-05,Q152,English,What is the plural of 'child'?,Children,children,1,38
S048,12,Session1,2025-01-05,Q153,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",IDK,happy,0,41
S048,12,Session1,2025-01-05,Q154,Math,What is 86 - 19?,69,67,0,64
S048,12,Session1,2025-01-05,Q155,Science,What is H2O commonly known as?,I don't know,Water,0,99
S048,12,Session1,2025-01-05,Q156,Math,What is 37 - 1?,34,36,0,103
S048,12,Session1,2025-01-05,Q157,English,What do we call words that sound the same but have different meanings?,-,homonyms,0,20
S048,12,Session2,2025-01-11,Q158,History,In which year did World War II end?,No idea,1945,0,73
S048,12,Session2,2025-01-11,Q159,Math,What is 32 - 1?,32,31,0,75
S048,12,Session2,2025-01-11,Q160,History,What ship famously sank in 1912?,Titanic,Titanic,1,37
S048,12,Session2,2025-01-11,Q161,Science,What vitamin do we get from sunlight?,Vitamin D,Vitamin D,1,110
S048,12,Session2,2025-01-11,Q162,History,Who was the first President of the United States?,No idea,George Washington,0,65
S048,12,Session2,2025-01-11,Q163,Math,What is 2 + 8?,10,10,1,5
S048,12,Session2,2025-01-11,Q164,English,What do we call words that sound the same but have different meanings?,I'm guessing,homonyms,0,41
S048,12,Session3,2025-01-18,Q165,Math,What is 51 - 5?,46,46,1,59
S048,12,Session3,2025-01-18,Q166,History,What wall fell in 1989 reuniting Germany?,Berlin wall,Berlin Wall,1,12
S048,12,Session3,2025-01-18,Q167,Math,What is 49 - 17?,34,32,0,61
S048,12,Session3,2025-01-18,Q168,Science,At what temperature (°C) does water freeze?,0,0,1,31
S048,12,Session3,2025-01-18,Q169,Math,What is 44 + 13?,57,57,1,103
S048,12,Session3,2025-01-18,Q170,Science,What is H2O commonly known as?,Water,Water,1,38
